address,admin_name,external_id,facility_name,latitude,longitude,manager,operation_status,phone
충청남도 아산시 선장면 신동리131-11,충청남도 아산시,,충청남도 아산시 선장면 신동리131-11,36.788478,126.863086,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 신창면 궁화리542-7,충청남도 아산시,,충청남도 아산시 신창면 궁화리542-7,36.792243,126.910087,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 신창면 행목리319-24,충청남도 아산시,,충청남도 아산시 신창면 행목리319-24,36.771143,126.951365,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 신창면 신곡리 24-8,충청남도 아산시,,충청남도 아산시 신창면 신곡리 24-8,36.812497,,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 신창면 남성리 89-3,충청남도 아산시,,충청남도 아산시 신창면 남성리 89-3,36.794914,126.962163,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 배방읍 염성리178,충청남도 아산시,,충청남도 아산시 배방읍 염성리178,36.808058,126.987594,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 염치읍 석정리98-17,충청남도 아산시,,충청남도 아산시 염치읍 석정리98-17,36.79914347,127.0011793,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 염치읍 석정리87-19,충청남도 아산시,,충청남도 아산시 염치읍 석정리87-19,36.80008514,126.9992997,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 염치읍 송곡리112-305,충청남도 아산시,,충청남도 아산시 염치읍 송곡리112-305,36.80111156,127.0141608,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 염치읍 송곡리 58-3,충청남도 아산시,,충청남도 아산시 염치읍 송곡리 58-3,36.806264,127.018918,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 염치읍 송곡리192-4,충청남도 아산시,,충청남도 아산시 염치읍 송곡리192-4,36.807071,127.014796,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 영인면 구성리936,충청남도 아산시,,충청남도 아산시 영인면 구성리936,36.899249,126.957031,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 영인면 상성리231-7,충청남도 아산시,,충청남도 아산시 영인면 상성리231-7,36.862335,126.943334,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 영인면 상성리199-1,충청남도 아산시,,충청남도 아산시 영인면 상성리199-1,36.862226,126.943428,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 온천동 94-10,충청남도 아산시,,충청남도 아산시 온천동 94-10,36.78386727,127.0039994,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 온천동 260-221,충청남도 아산시,,충청남도 아산시 온천동 260-221,36.784488,126.997036,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 온천동 468,충청남도 아산시,,충청남도 아산시 온천동 468,36.77974473,126.9995015,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 온천동 77-7,충청남도 아산시,,충청남도 아산시 온천동 77-7,36.77978496,127.0088666,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 모종동 551-10,충청남도 아산시,,충청남도 아산시 모종동 551-10,36.78614419,127.0130265,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 모종동 551-17,충청남도 아산시,,충청남도 아산시 모종동 551-17,36.78673219,127.0129034,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 권곡동 197-3,충청남도 아산시,,충청남도 아산시 권곡동 197-3,36.79132782,127.0133243,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 권곡동 95-2,충청남도 아산시,,충청남도 아산시 권곡동 95-2,36.788181,,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 권곡동 448,충청남도 아산시,,충청남도 아산시 권곡동 448,36.794835,127.004255,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 실옥동 349,충청남도 아산시,,충청남도 아산시 실옥동 349,36.79348774,126.9827903,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 신인동 395-2,충청남도 아산시,,충청남도 아산시 신인동 395-2,36.751974,126.980895,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 808,충청남도 아산시,,충청남도 아산시 용화동 808,36.77037077,126.9950632,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 972,충청남도 아산시,,충청남도 아산시 용화동 972,36.777949,127.008691,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 506,충청남도 아산시,,충청남도 아산시 용화동 506,36.77544182,127.0044835,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 1108,충청남도 아산시,,충청남도 아산시 용화동 1108,36.77681355,127.0085386,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 1572,충청남도 아산시,,충청남도 아산시 용화동 1572,36.77608377,127.006623,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 1572,충청남도 아산시,,충청남도 아산시 용화동 1572,36.77345227,127.0099804,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 1061,충청남도 아산시,,충청남도 아산시 용화동 1061,36.775821,127.007141,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 용화동 1353,충청남도 아산시,,충청남도 아산시 용화동 1353,36.772585,127.003083,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 읍내동 137-11,충청남도 아산시,,충청남도 아산시 읍내동 137-11,36.75993426,127.0198789,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 음봉면 동천리229-12,충청남도 아산시,,충청남도 아산시 음봉면 동천리229-12,36.833009,127.010247,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 음봉면 신휴리318-3,충청남도 아산시,,충청남도 아산시 음봉면 신휴리318-3,36.88982611,127.0615605,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 음봉면 덕지리312-13,충청남도 아산시,,충청남도 아산시 음봉면 덕지리312-13,36.838611,127.072791,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 음봉면 월랑리169,충청남도 아산시,,충청남도 아산시 음봉면 월랑리169,,127.073802,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 음봉면 산동리419-1,충청남도 아산시,,충청남도 아산시 음봉면 산동리419-1,36.83132566,127.0966422,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 월랑리 549-8,충청남도 아산시,,충청남도 아산시 월랑리 549-8,,127.073802,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 탕정면 호산리496-6,충청남도 아산시,,충청남도 아산시 탕정면 호산리496-6,36.809257,127.078874,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 탕정면 명암리928-2,충청남도 아산시,,충청남도 아산시 탕정면 명암리928-2,36.798325,127.060599,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 탕정면 명암리941-1,충청남도 아산시,,충청남도 아산시 탕정면 명암리941-1,36.797268,127.058539,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 도고면 시전리220,충청남도 아산시,,충청남도 아산시 도고면 시전리220,36.74682447,126.8988841,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 둔포리257-4,충청남도 아산시,,충청남도 아산시 둔포면 둔포리257-4,36.9281252,127.0398337,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 신남리667-27,충청남도 아산시,,충청남도 아산시 둔포면 신남리667-27,36.910317,,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 신법리406-36,충청남도 아산시,,충청남도 아산시 둔포면 신법리406-36,36.92471847,127.011139,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 신법리159-8,충청남도 아산시,,충청남도 아산시 둔포면 신법리159-8,36.924617,127.013316,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 송용리335-1,충청남도 아산시,,충청남도 아산시 둔포면 송용리335-1,,127.020171,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 신항리269-2,충청남도 아산시,,충청남도 아산시 둔포면 신항리269-2,36.892613,127.023725,충청남도 아산시,2020-10-06,041-530-6595
충청남도 아산시 둔포면 신항리232-2,충청남도 아산시,,충청남도 아산시 둔포면 신항리232-2,36.89142404,127.0200728,충청남도 아산시,2020-10-06,041-530-6595
